n,coef,se,t_stat,p_val,ci_low,ci_high,skip,category,treatment,treatment_col,outcome
4030,0.03184844562527649,0.0822758500559731,0.3870934861640405,0.6986869997422382,-0.12940925728184857,0.19310614853240157,False,duckduckgo+Llama-3.3-70B,T3_llm,T3_structured_data_llm,post_rank
4030,-0.02970626745037277,0.02392106269054759,-1.2418456418372752,0.21429351913627392,-0.07659068879577086,0.017178153895025312,False,duckduckgo+Llama-3.3-70B,T4_llm,T4_citation_authority_llm,rank_delta
4030,0.04035207515944127,0.022424599360964775,1.7994557900411559,0.07194661124817095,-0.0035993319557896114,0.08430348227467215,False,duckduckgo+Llama-3.3-70B,T4_llm,T4_citation_authority_llm,post_rank
3868,0.3778639449023125,0.16817222391438455,2.2468867694505885,0.024647264476780506,0.04825244283011321,0.7074754469745118,False,duckduckgo+Llama-3.3-70B,T1a_stats_present,treat_stats_present,rank_delta
3868,-0.22301203215718285,0.16916217378810763,-1.3183327404891798,0.18739228545735098,-0.5545638003283794,0.10853973601401368,False,duckduckgo+Llama-3.3-70B,T1a_stats_present,treat_stats_present,post_rank
3764,0.006535022389231463,0.004374864045985066,1.493765822329687,0.13523683754673588,-0.0020395535781584494,0.015109598356621375,False,duckduckgo+Llama-3.3-70B,T1b_stats_density,treat_stats_density,rank_delta
3764,-0.0005957654955219526,0.004941449590235671,-0.12056492424797538,0.9040356525192969,-0.010280828723804076,0.00908929773276017,False,duckduckgo+Llama-3.3-70B,T1b_stats_density,treat_stats_density,post_rank
3868,-0.042471387935313965,0.11171876227279845,-0.3801634306653521,0.7038241030683118,-0.2614361383873911,0.17649336251676315,False,duckduckgo+Llama-3.3-70B,T2a_question_headings,treat_question_headings,rank_delta
3868,-0.026581002023895694,0.11265708868678848,-0.23594611163614157,0.8134744862805418,-0.24738483845313586,0.1942228344053445,False,duckduckgo+Llama-3.3-70B,T2a_question_headings,treat_question_headings,post_rank
3868,0.004755357467142476,0.0023149124517199324,2.05422778023823,0.03995365084984653,0.00021821243440809258,0.00929250249987686,False,duckduckgo+Llama-3.3-70B,T2b_structural_modularity,treat_structural_modularity,rank_delta
3868,-0.003927254830058463,0.0024182516917543003,-1.6240058234837702,0.1043745656903749,-0.008666941051449948,0.0008124313913330222,False,duckduckgo+Llama-3.3-70B,T2b_structural_modularity,treat_structural_modularity,post_rank
3868,-0.18238361060582067,0.09929511557683272,-1.836783305465772,0.06624189141811083,-0.37699846097715495,0.012231239765513574,False,duckduckgo+Llama-3.3-70B,T3_structured_data_new,treat_structured_data,rank_delta
3868,0.14032852889318373,0.09633841203670968,1.456620738565959,0.14522109980793188,-0.04849128902654726,0.3291483468129147,False,duckduckgo+Llama-3.3-70B,T3_structured_data_new,treat_structured_data,post_rank
3868,-0.2776120189308174,0.1680692975932413,-1.651771161694801,0.09858120963748027,-0.6070217891205147,0.05179775125887992,False,duckduckgo+Llama-3.3-70B,T4a_ext_citations,treat_ext_citations_any,rank_delta
3868,0.25588407577642963,0.1591567081247836,1.6077492352745124,0.10789011063442919,-0.05605734004609969,0.5678254915989589,False,duckduckgo+Llama-3.3-70B,T4a_ext_citations,treat_ext_citations_any,post_rank
3868,-0.013735273818070205,0.013711482699909157,-1.0017351236683691,0.3164715380903821,-0.04060928608453618,0.013138738448395765,False,duckduckgo+Llama-3.3-70B,T4b_auth_citations,treat_auth_citations,rank_delta
3868,0.006324617072096482,0.008437973567686488,0.7495421763723961,0.45353048775207616,-0.010213507223069983,0.022862741367262948,False,duckduckgo+Llama-3.3-70B,T4b_auth_citations,treat_auth_citations,post_rank
0,,,,,,,True,duckduckgo+Llama-3.3-70B,T5_topical_comp,treat_topical_comp,rank_delta
0,,,,,,,True,duckduckgo+Llama-3.3-70B,T5_topical_comp,treat_topical_comp,post_rank
3868,-0.06821261026381949,0.028176626976603607,-2.420893399357548,0.015482416735241157,-0.12343778434378228,-0.012987436183856706,False,duckduckgo+Llama-3.3-70B,T6_freshness,treat_freshness,rank_delta
3868,0.0709343072764878,0.026862042121163193,2.640689302642497,0.008273755610026206,0.018285672167810033,0.12358294238516558,False,duckduckgo+Llama-3.3-70B,T6_freshness,treat_freshness,post_rank
4374,-1.2803756507853348,0.3641239164168003,-3.516318464837482,0.00043757577946958084,-1.9940454128719363,-0.5667058886987333,False,duckduckgo+Llama-3.3-70B,T7_source_earned,treat_source_earned,rank_delta
4374,0.9773182417904055,0.3868901209558372,2.5260873536286668,0.011534079810124713,0.21902753874261938,1.7356089448381917,False,duckduckgo+Llama-3.3-70B,T7_source_earned,treat_source_earned,post_rank
4374,0.14831163155755864,0.08928590202131939,1.6610867807791792,0.09669601900516607,-0.026685520731399348,0.3233087838465166,False,duckduckgo+Llama-3.3-70B,T_llms_txt,has_llms_txt,rank_delta
4374,-0.14053312864614734,0.08693761944311303,-1.6164823645545543,0.10599006328015205,-0.31092773165629806,0.029861474364003354,False,duckduckgo+Llama-3.3-70B,T_llms_txt,has_llms_txt,post_rank
4558,-0.00933835690885315,0.005092608968284257,-1.833707823830684,0.06669737662368541,-0.019319687074035974,0.000642973256329676,False,duckduckgo+Qwen2.5-72B,T1_code,T1_statistical_density_code,rank_delta
4558,0.007388093704053639,0.004527408943933172,1.6318591484769336,0.10270916157393059,-0.0014854647693398988,0.016261652177447176,False,duckduckgo+Qwen2.5-72B,T1_code,T1_statistical_density_code,post_rank
4665,0.0061636943429858575,0.10028017253082483,0.06146473612309769,0.9509890977819297,-0.19038183218089366,0.20270922086686538,False,duckduckgo+Qwen2.5-72B,T2_code,T2_question_heading_code,rank_delta
4665,-0.001193199645238234,0.09985945970186097,-0.01194878931651177,0.9904664723405658,-0.19691414417651462,0.19452774488603816,False,duckduckgo+Qwen2.5-72B,T2_code,T2_question_heading_code,post_rank
4665,-0.11375784568915369,0.10699839540033804,-1.0631733799700915,0.28770333201205256,-0.32347084707739243,0.09595515569908504,False,duckduckgo+Qwen2.5-72B,T3_code,T3_structured_data_code,rank_delta
4665,0.008409402496846474,0.10764649918104405,0.07812053862247034,0.9377321696616442,-0.2025738589598203,0.21939266395351323,False,duckduckgo+Qwen2.5-72B,T3_code,T3_structured_data_code,post_rank
4665,-0.009485519069597853,0.011496677579292092,-0.8250661118550673,0.4093340578292157,-0.032018593066879486,0.01304755492768378,False,duckduckgo+Qwen2.5-72B,T4_code,T4_citation_authority_code,rank_delta
4665,0.00740622608250742,0.01033146612740744,0.716861091269524,0.4734598119342337,-0.012843075434706669,0.027655527599721508,False,duckduckgo+Qwen2.5-72B,T4_code,T4_citation_authority_code,post_rank
4665,0.021384878063926104,0.021371782850540304,1.0006127337844193,0.31701407143354166,-0.020503046608543664,0.06327280273639588,False,duckduckgo+Qwen2.5-72B,T1_llm,T1_statistical_density_llm,rank_delta
4665,-0.027992191001359704,0.018979412399206193,-1.4748713191210527,0.140247142484765,-0.06519115575153678,0.009206773748817378,False,duckduckgo+Qwen2.5-72B,T1_llm,T1_statistical_density_llm,post_rank
4665,0.01227883307044845,0.08972227879668684,0.1368537807457234,0.8911463726226034,-0.1635736019819195,0.1881312681228164,False,duckduckgo+Qwen2.5-72B,T2_llm,T2_question_heading_llm,rank_delta
4665,-0.03379190344820666,0.08791845182967391,-0.38435507842736305,0.7007152904123142,-0.20610890261088713,0.13852509571447383,False,duckduckgo+Qwen2.5-72B,T2_llm,T2_question_heading_llm,post_rank
4665,-0.010078453422394508,0.10988644034569757,-0.09171698883582148,0.9269228991459889,-0.22545191888927085,0.20529501204448186,False,duckduckgo+Qwen2.5-72B,T3_llm,T3_structured_data_llm,rank_delta
4665,0.025143963368443118,0.10572058384880528,0.23783413270212717,0.8120097440609463,-0.18206457339976215,0.2323525001366484,False,duckduckgo+Qwen2.5-72B,T3_llm,T3_structured_data_llm,post_rank
4665,-0.013338808497890079,0.019216699536303096,-0.694125881121842,0.48760326916689833,-0.051002847490771705,0.02432523049499155,False,duckduckgo+Qwen2.5-72B,T4_llm,T4_citation_authority_llm,rank_delta
4665,0.01985973236386305,0.01832250289213696,1.083898443393658,0.27840982988024277,-0.016051713411356368,0.055771178139082465,False,duckduckgo+Qwen2.5-72B,T4_llm,T4_citation_authority_llm,post_rank
4487,0.04997184100720362,0.1284304231922237,0.3890966000509866,0.6972046884740124,-0.2017471629687925,0.30169084498319976,False,duckduckgo+Qwen2.5-72B,T1a_stats_present,treat_stats_present,rank_delta
4487,-0.1365357990605042,0.12260919502049318,-1.113585315013962,0.2654571292067017,-0.3768454054741186,0.10377380735311018,False,duckduckgo+Qwen2.5-72B,T1a_stats_present,treat_stats_present,post_rank
4383,-0.007913124779966986,0.005809922878999146,-1.362001690000083,0.17319735177128615,-0.019300364375760576,0.003474114815826603,False,duckduckgo+Qwen2.5-72B,T1b_stats_density,treat_stats_density,rank_delta
4383,0.009855316269921458,0.004891128514051562,2.0149370930672634,0.04391124080577183,0.00026888053862348174,0.019441752001219434,False,duckduckgo+Qwen2.5-72B,T1b_stats_density,treat_stats_density,post_rank
4487,-0.031349520573741,0.11451784536679226,-0.2737522739214206,0.7842750028217822,-0.25580037307978093,0.19310133193229892,False,duckduckgo+Qwen2.5-72B,T2a_question_headings,treat_question_headings,rank_delta
4487,-0.050024348775786286,0.10950500291333197,-0.4568224961865732,0.6477986348391861,-0.26465021061287064,0.16460151306129805,False,duckduckgo+Qwen2.5-72B,T2a_question_headings,treat_question_headings,post_rank
4487,0.006089139635198816,0.0022132592120826335,2.7512094389834503,0.0059375667962023445,0.0017512312910653565,0.010427047979332275,False,duckduckgo+Qwen2.5-72B,T2b_structural_modularity,treat_structural_modularity,rank_delta
4487,-0.004934289113498503,0.0019959803503681287,-2.4721130709470396,0.01343170259561952,-0.008846338714069674,-0.001022239512927332,False,duckduckgo+Qwen2.5-72B,T2b_structural_modularity,treat_structural_modularity,post_rank
4487,-0.23235132915990442,0.09488679189380855,-2.448721518796185,0.014336424349017749,-0.41832602388031637,-0.0463766344394925,False,duckduckgo+Qwen2.5-72B,T3_structured_data_new,treat_structured_data,rank_delta
4487,0.2848638476977885,0.0917728360023471,3.1040105123318087,0.0019091654738867545,0.1049923943740873,0.4647353010214897,False,duckduckgo+Qwen2.5-72B,T3_structured_data_new,treat_structured_data,post_rank
4487,-0.11295114304116297,0.18026978300424298,-0.6265672546935082,0.5309429385033726,-0.46627342523033,0.24037113914800404,False,duckduckgo+Qwen2.5-72B,T4a_ext_citations,treat_ext_citations_any,rank_delta
4487,0.16563224725073242,0.17016448777225346,0.9733655324865024,0.3303716630523488,-0.16788402023059076,0.49914851473205557,False,duckduckgo+Qwen2.5-72B,T4a_ext_citations,treat_ext_citations_any,post_rank
4487,-0.009594784651318434,0.011265848614410347,-0.8516699433583347,0.39439730727270117,-0.03167544219084319,0.012485872888206318,False,duckduckgo+Qwen2.5-72B,T4b_auth_citations,treat_auth_citations,rank_delta
4487,0.0032131474743754738,0.010388853330974739,0.309287981263087,0.7571024726490229,-0.01714863089500399,0.023574925843754934,False,duckduckgo+Qwen2.5-72B,T4b_auth_citations,treat_auth_citations,post_rank
2225,0.8216473114913764,0.33005219513232675,2.4894465893855244,0.012794214071336584,0.17475689601362965,1.468537726969123,False,duckduckgo+Qwen2.5-72B,T5_topical_comp,treat_topical_comp,rank_delta
2225,-0.8211002712508764,0.3421088081609068,-2.4001143836807666,0.01638994941473475,-1.4916212140401761,-0.1505793284615765,False,duckduckgo+Qwen2.5-72B,T5_topical_comp,treat_topical_comp,post_rank
4487,-0.12284363836604259,0.026317656733398,-4.6677270552795775,3.0455010788629853e-06,-0.17442529772099072,-0.07126197901109446,False,duckduckgo+Qwen2.5-72B,T6_freshness,treat_freshness,rank_delta
4487,0.15283857597235823,0.025870769544562033,5.907770764572579,3.4676808717048276e-09,0.10213279941268094,0.2035443525320355,False,duckduckgo+Qwen2.5-72B,T6_freshness,treat_freshness,post_rank
5144,-1.6018670940991533,0.29634241595405364,-5.40546006194238,6.464225394729307e-08,-2.1826875564606865,-1.0210466317376201,False,duckduckgo+Qwen2.5-72B,T7_source_earned,treat_source_earned,rank_delta
5144,1.2205439600330639,0.30397647144098505,4.015258004170971,5.938079986614137e-05,0.6247610238611649,1.8163268962049628,False,duckduckgo+Qwen2.5-72B,T7_source_earned,treat_source_earned,post_rank
5144,-0.04182805630433861,0.09241500548950905,-0.45261108932236044,0.6508288121742882,-0.22295813869484774,0.1393020260861705,False,duckduckgo+Qwen2.5-72B,T_llms_txt,has_llms_txt,rank_delta
5144,0.05009431056459942,0.08659839551791812,0.5784669596359251,0.5629488980737081,-0.11963542576947492,0.21982404689867377,False,duckduckgo+Qwen2.5-72B,T_llms_txt,has_llms_txt,post_rank
4332,-0.004270216186992765,0.010335823761072734,-0.41314715553446785,0.6794988022904909,-0.02452805850924865,0.015987626135263118,False,searxng+Llama-3.3-70B,T1_code,T1_statistical_density_code,rank_delta
4332,0.014976873532726389,0.01050295079326757,1.425968170995014,0.15387752980887784,-0.0056085317534744425,0.03556227881892722,False,searxng+Llama-3.3-70B,T1_code,T1_statistical_density_code,post_rank
4463,-0.1043430534541617,0.09254859383951726,-1.1274407219530151,0.25955618998558116,-0.28573496419944105,0.07704885729111766,False,searxng+Llama-3.3-70B,T2_code,T2_question_heading_code,rank_delta
4463,0.08534774284806738,0.08528042689135472,1.0007893482615704,0.31692866028626165,-0.08179882244518898,0.25249430814132373,False,searxng+Llama-3.3-70B,T2_code,T2_question_heading_code,post_rank
4463,-0.06607024465619674,0.10402675847424293,-0.6351274001540262,0.5253453279653066,-0.2699589446941597,0.13781845538176626,False,searxng+Llama-3.3-70B,T3_code,T3_structured_data_code,rank_delta
4463,0.009935279178100937,0.09978228585275359,0.09956956881867988,0.9206860542977521,-0.18563440738837664,0.20550496574457852,False,searxng+Llama-3.3-70B,T3_code,T3_structured_data_code,post_rank
4463,0.008458424526289131,0.016220680752631913,0.5214592812275586,0.6020468640934995,-0.02333352555359148,0.04025037460616974,False,searxng+Llama-3.3-70B,T4_code,T4_citation_authority_code,rank_delta
4463,-0.0090821000558866,0.014425177916193641,-0.6296005573484869,0.5289559588378117,-0.03735492924220868,0.019190729130435482,False,searxng+Llama-3.3-70B,T4_code,T4_citation_authority_code,post_rank
4461,-0.002306152763517926,0.005479946089708112,-0.4208349362868938,0.673875618580797,-0.013046649736566926,0.008434344209531073,False,searxng+Llama-3.3-70B,T1_llm,T1_statistical_density_llm,rank_delta
4461,0.007136104928747101,0.005217569186117814,1.3677068140723196,0.17140386618034398,-0.003090142762889778,0.017362352620383978,False,searxng+Llama-3.3-70B,T1_llm,T1_statistical_density_llm,post_rank
4461,-0.32411607682464477,0.0855566854101363,-3.788319700218836,0.0001516696016671771,-0.49180409886513543,-0.15642805478415414,False,searxng+Llama-3.3-70B,T2_llm,T2_question_heading_llm,rank_delta
4461,0.24311615527359257,0.08460284198284777,2.8736168853864448,0.00405800887729609,0.07729763199747772,0.40893467854970744,False,searxng+Llama-3.3-70B,T2_llm,T2_question_heading_llm,post_rank
4461,0.009084950043169813,0.08406393917896739,0.10807190493213108,0.913938654215659,-0.15567734314617188,0.1738472432325115,False,searxng+Llama-3.3-70B,T3_llm,T3_structured_data_llm,rank_delta
4461,0.015010972902143803,0.07904244762052477,0.18991027421380025,0.8493794413272429,-0.13990937768397843,0.16993132348826606,False,searxng+Llama-3.3-70B,T3_llm,T3_structured_data_llm,post_rank
4461,-0.004783823556261274,0.02659875275326176,-0.1798514238858302,0.8572692113624001,-0.05691642098633992,0.047348773873817376,False,searxng+Llama-3.3-70B,T4_llm,T4_citation_authority_llm,rank_delta
4461,0.05127779697202614,0.027874964548183837,1.8395645627957251,0.06583219104738293,-0.003356129612745007,0.10591172355679729,False,searxng+Llama-3.3-70B,T4_llm,T4_citation_authority_llm,post_rank
4464,0.1923398783302711,0.12287839829468412,1.565286339987978,0.1175157846187967,-0.04849735680527778,0.43317711346582,False,searxng+Llama-3.3-70B,T1a_stats_present,treat_stats_present,rank_delta
4464,-0.15200181918487873,0.12072853395290861,-1.2590380600841933,0.20801658501438736,-0.3886253976389007,0.08462175926914323,False,searxng+Llama-3.3-70B,T1a_stats_present,treat_stats_present,post_rank
4333,-0.013899505233494057,0.010071532151226964,-1.3800785247754732,0.16756246863068924,-0.03363934551903612,0.005840335052048007,False,searxng+Llama-3.3-70B,T1b_stats_density,treat_stats_density,rank_delta
4333,0.007826440415717178,0.00982035000189224,0.796961453940963,0.42547341816218365,-0.011421091903569465,0.027073972735003823,False,searxng+Llama-3.3-70B,T1b_stats_density,treat_stats_density,post_rank
4464,-0.15421940146329038,0.09431033029106493,-1.6352333937049237,0.10200013027472603,-0.33906425220385455,0.030625449277273786,False,searxng+Llama-3.3-70B,T2a_question_headings,treat_question_headings,rank_delta
4464,0.22264409881305722,0.09446494456968255,2.356896516768955,0.018428381529698182,0.03749620965490688,0.4077919879712075,False,searxng+Llama-3.3-70B,T2a_question_headings,treat_question_headings,post_rank
4464,0.002660875700507165,0.0023438329384963975,1.1352667917595505,0.25626355173336,-0.0019329524447244581,0.0072547038457387875,False,searxng+Llama-3.3-70B,T2b_structural_modularity,treat_structural_modularity,rank_delta
4464,-0.004007920307849746,0.002365482804022465,-1.6943350004634752,0.09020164326120214,-0.008644181409782596,0.0006283407940831046,False,searxng+Llama-3.3-70B,T2b_structural_modularity,treat_structural_modularity,post_rank
4464,-0.1833005579253724,0.08835880871191364,-2.074502368213318,0.03803267904470513,-0.3564806407175871,-0.010120475133157697,False,searxng+Llama-3.3-70B,T3_structured_data_new,treat_structured_data,rank_delta
4464,0.19278594898751295,0.0854307140037315,2.2566351134451748,0.024030884389171232,0.025344826366657552,0.3602270716083683,False,searxng+Llama-3.3-70B,T3_structured_data_new,treat_structured_data,post_rank
4464,0.04060898052605331,0.161931015633734,0.25077950858966586,0.8019845851927209,-0.27676997809605774,0.3579879391481644,False,searxng+Llama-3.3-70B,T4a_ext_citations,treat_ext_citations_any,rank_delta
4464,0.14121053662006294,0.15312245410872705,0.9222065923773279,0.35642082508893846,-0.1589039586574293,0.4413250318975552,False,searxng+Llama-3.3-70B,T4a_ext_citations,treat_ext_citations_any,post_rank
4464,0.0042208832464006646,0.011365727753432656,0.37136937800801023,0.7103624302055778,-0.018055533808414678,0.02649730030121601,False,searxng+Llama-3.3-70B,T4b_auth_citations,treat_auth_citations,rank_delta
4464,0.0035539669767249396,0.01671853870673887,0.2125764122729467,0.8316573712163674,-0.029213766762622096,0.03632170071607198,False,searxng+Llama-3.3-70B,T4b_auth_citations,treat_auth_citations,post_rank
4333,-0.15754372098480818,0.31737001045043617,-0.4964039316796502,0.619609451691614,-0.7795775112407638,0.46449006927114744,False,searxng+Llama-3.3-70B,T5_topical_comp,treat_topical_comp,rank_delta
4333,0.054070166798355634,0.30174721841020236,0.17919027417462838,0.8577883002150903,-0.5373435137207825,0.6454838473174938,False,searxng+Llama-3.3-70B,T5_topical_comp,treat_topical_comp,post_rank
4464,-0.0825770723989823,0.024403624429893998,-3.3838036081979235,0.0007148911902452361,-0.13040729737381634,-0.03474684742414826,False,searxng+Llama-3.3-70B,T6_freshness,treat_freshness,rank_delta
4464,0.07750685866680491,0.023799661764196792,3.2566369822701837,0.0011274051705382842,0.0308603787647442,0.12415333856886562,False,searxng+Llama-3.3-70B,T6_freshness,treat_freshness,post_rank
4772,-0.30730948941126,0.40795315704746754,-0.7532960196591956,0.4512720501381581,-1.106882984603709,0.4922640057811889,False,searxng+Llama-3.3-70B,T7_source_earned,treat_source_earned,rank_delta
4772,0.4822431712633553,0.41715510314665327,1.1560284595003982,0.24766951630215017,-0.3353658068711764,1.299852149397887,False,searxng+Llama-3.3-70B,T7_source_earned,treat_source_earned,post_rank
4772,0.28420835048810084,0.09178596371030173,3.0964249761012455,0.0019586942010385335,0.10431116732960904,0.4641055336465926,False,searxng+Llama-3.3-70B,T_llms_txt,has_llms_txt,rank_delta
4772,-0.15950575558602945,0.08594228446245647,-1.8559636456453386,0.06345874004239861,-0.3279495378815404,0.008938026709481517,False,searxng+Llama-3.3-70B,T_llms_txt,has_llms_txt,post_rank
5336,-0.016024441786700244,0.008191939335095554,-1.9561231023829753,0.05045065427798609,-0.03208034784702453,3.14642736240385e-05,False,searxng+Qwen2.5-72B,T1_code,T1_statistical_density_code,rank_delta
5336,0.016314244279419292,0.0082469498056497,1.9782155419744363,0.047904396139637,0.00015051967803628163,0.0324779688808023,False,searxng+Qwen2.5-72B,T1_code,T1_statistical_density_code,post_rank
5479,0.01684111410935461,0.08265404487082066,0.20375426436389715,0.8385455347481439,-0.14515783701401147,0.17884006523272067,False,searxng+Qwen2.5-72B,T2_code,T2_question_heading_code,rank_delta
5479,-0.00653845208560748,0.08164507819450745,-0.08008384865564798,0.9361705683907666,-0.16655986486179858,0.15348296069058365,False,searxng+Qwen2.5-72B,T2_code,T2_question_heading_code,post_rank
5479,0.11384021169343675,0.08567601714456116,1.3287290362874145,0.1839373817167962,-0.05408169624873932,0.2817621196356128,False,searxng+Qwen2.5-72B,T3_code,T3_structured_data_code,rank_delta
5479,-0.0899216294706516,0.08395635244673247,-1.0710521223239649,0.2841459941068287,-0.2544730565395985,0.07462979759829527,False,searxng+Qwen2.5-72B,T3_code,T3_structured_data_code,post_rank
5479,0.0006093203221629943,0.03456736382942035,0.01762704049894602,0.9859363848273199,-0.06714146782399345,0.06836010846831946,False,searxng+Qwen2.5-72B,T4_code,T4_citation_authority_code,rank_delta
5479,-0.011749769310255153,0.027260081370729897,-0.43102473358246435,0.6664503864448399,-0.06517854701251702,0.04167900839200671,False,searxng+Qwen2.5-72B,T4_code,T4_citation_authority_code,post_rank
5477,-0.02296601265590739,0.026023828552208618,-0.8824993835873656,0.37750681295598054,-0.07397177935808141,0.02803975404626664,False,searxng+Qwen2.5-72B,T1_llm,T1_statistical_density_llm,rank_delta
5477,0.020716799651669806,0.02353443626090166,0.8802760100987478,0.3787098053293083,-0.02540984781615094,0.06684344711949056,False,searxng+Qwen2.5-72B,T1_llm,T1_statistical_density_llm,post_rank
5477,-0.08105102326387896,0.07626652781572893,-1.062733883201161,0.2879026504631311,-0.2305306710086299,0.06842862448087199,False,searxng+Qwen2.5-72B,T2_llm,T2_question_heading_llm,rank_delta
5477,0.002386605150741272,0.07423670978731385,0.0321485846770261,0.9743535584448022,-0.143114672363146,0.14788788266462854,False,searxng+Qwen2.5-72B,T2_llm,T2_question_heading_llm,post_rank
5477,0.16510316806725653,0.0878524975618627,1.8793224171116658,0.06020048258662593,-0.007084563105887259,0.33729089924040034,False,searxng+Qwen2.5-72B,T3_llm,T3_structured_data_llm,rank_delta
5477,-0.12294975623789196,0.08697908186776376,-1.4135554618156951,0.1574924661358753,-0.2934256241070698,0.04752611163128588,False,searxng+Qwen2.5-72B,T3_llm,T3_structured_data_llm,post_rank
5477,-0.03508855630994138,0.020796564766079693,-1.6872284776172595,0.09155942757090212,-0.07584907425361223,0.005671961633729475,False,searxng+Qwen2.5-72B,T4_llm,T4_citation_authority_llm,rank_delta
5477,0.03869964489314588,0.021571399163876598,1.7940257189228688,0.07280906387817873,-0.003579520564189684,0.08097881035048145,False,searxng+Qwen2.5-72B,T4_llm,T4_citation_authority_llm,post_rank
5479,-0.15098132693660396,0.0980070949192377,-1.540514256248687,0.12343505048283145,-0.3430717032077084,0.041109049334500464,False,searxng+Qwen2.5-72B,T1a_stats_present,treat_stats_present,rank_delta
5479,0.2309047243591707,0.09518401088269388,2.425877226835303,0.015271435552711517,0.04434749112502215,0.4174619575933193,False,searxng+Qwen2.5-72B,T1a_stats_present,treat_stats_present,post_rank
5336,-0.01318130819959081,0.00828678263220567,-1.5906424464861797,0.11169006614316,-0.02942310370642595,0.0030604873072443296,False,searxng+Qwen2.5-72B,T1b_stats_density,treat_stats_density,rank_delta
5336,0.017665451145666138,0.007779991928564778,2.2706258962565515,0.02316963443263355,0.0024169471656668527,0.032913955125665424,False,searxng+Qwen2.5-72B,T1b_stats_density,treat_stats_density,post_rank
5479,0.0759884899734818,0.08957485679317907,0.8483238789756922,0.39625762256891817,-0.09957500326148215,0.25155198320844574,False,searxng+Qwen2.5-72B,T2a_question_headings,treat_question_headings,rank_delta
5479,-0.05519486745433701,0.08948610331142193,-0.6167982000764133,0.5373678393518632,-0.23058440706155442,0.12019467215288042,False,searxng+Qwen2.5-72B,T2a_question_headings,treat_question_headings,post_rank
5479,0.004949430894399218,0.0020816594588748843,2.3776371650502024,0.017423961312441862,0.0008694533269273065,0.00902940846187113,False,searxng+Qwen2.5-72B,T2b_structural_modularity,treat_structural_modularity,rank_delta
5479,-0.005412234023320138,0.002125272622591824,-2.546606946227812,0.01087758750465418,-0.0095776918209291,-0.0012467762257111752,False,searxng+Qwen2.5-72B,T2b_structural_modularity,treat_structural_modularity,post_rank
5479,-0.16396703281617447,0.07682389847411576,-2.1343232519164568,0.03281632919091532,-0.31453910697740295,-0.013394958654945971,False,searxng+Qwen2.5-72B,T3_structured_data_new,treat_structured_data,rank_delta
